"station_id","tract_geoid","state_fips","state_name","county_fips","tract_code","site_name","industry","matrix","sample_year","longitude","latitude","pfoa","pfos","total_pfas","reported_pfas_level","total_population","people_of_color","people_of_color_pct","white_non_hispanic_pct","black_non_hispanic_pct","aian_non_hispanic_pct","asian_non_hispanic_pct","nhpi_non_hispanic_pct","other_race_non_hispanic_pct","multiracial_non_hispanic_pct","hispanic_or_latino_pct","median_household_income"
"552","53063013700","53","Washington","063","013700","Spokane International Airport","Airport","Groundwater","2017","-117.53948","47.624111","350","120","470","470","4069","1276","31.3590562791841","68.6409437208159","4.49741951339395","2.11354141066601","1.84320471860408","6.73384123863357","0.0491521258294421","4.84148439420005","11.280412877857","76286"
"553","53033032103","53","Washington","033","032103","Rainier Trail","AFFF","Groundwater","2020","-122.04531","47.53661","830","21000",,"21650","5934","2419","40.7650825749916","59.2349174250084","3.60633636670037","0.185372430064038","15.9420289855072","0","2.03909673070442","12.1840242669363","6.8082237950792","121685"
"554","53077001701","53","Washington","077","001701","Yakima Training Center","Military","Drinking Water","2022","-120.356517","46.68226",,,,"1650","4084","1534","37.5612144955926","62.4387855044074","0.220372184133203","3.15866797257591","0.0979431929480901","0","0","1.49363369245837","32.590597453477","91518"
"555","53033032103","53","Washington","033","032103","Memorial Field","Fire Department/Training Facility","Groundwater","2022","-122.033716","47.531093","1000","8600","9287","9287","5934","2419","40.7650825749916","59.2349174250084","3.60633636670037","0.185372430064038","15.9420289855072","0","2.03909673070442","12.1840242669363","6.8082237950792","121685"
"556","53021980100","53","Washington","021","980100","Tri-County Airport Jet Engine Crash","Airport","Unknown","2022","-119.114667","46.259702","380","9500","18260","18260","0","0",,,,,,,,,,
"557","53053072901","53","Washington","053","072901","Joint Base Lewis-McChord","Military","Drinking Water","2023","-122.485732","47.134243",,,"103","103","2999","1337","44.5815271757252","55.4184728242748","8.66955651883961","1.06702234078026","2.30076692230744","0.566855618539513","0.800266755585195","5.86862287429143","25.3084361453818","54808"
"558","53035092600","53","Washington","035","092600","Manchester Laboratory","Military","Groundwater","2021","-122.548055","47.574443","45","128",,"139","6774","1655","24.4316504281075","75.5683495718925","0.649542367877177","0.310008857395926","4.39917330971361","1.99291408325952","0","6.48066135222911","10.5993504576321","125828"
"559","53033010900","53","Washington","033","010900","Jorgensen Forge Corp","Industry","Groundwater","2021","-122.305124","47.526461","350","15000","19670","19670","1295","515","39.7683397683398","60.2316602316602","2.77992277992278","2.00772200772201","13.976833976834","0","0.540540540540541","9.72972972972973","10.7335907335907","79750"
"560","53061041901","53","Washington","061","041901","Big Gulch Creek Subbasin 9","Airport","Soil","2022","-122.281554","47.894953","0","2","2","2","6681","4552","68.1335129471636","31.8664870528364","7.64855560544829","0","31.2977099236641","0","0","5.56802873821284","23.6192186798383","88929"
"561","53029972100","53","Washington","029","972100","Deer Lake Area PFAS","Other","Groundwater","2022","-122.381605","47.979295","3","3","15","15","4376","645","14.7394881170018","85.2605118829982","0","0.205667276051188","0.754113345521024","0","0","5.9872029250457","7.79250457038391","94183"
"562","53033032103","53","Washington","033","032103","Issaquah Valley Elementary School & Dodd Fields Park","Other","Groundwater","2022","-122.045731","47.536604","1","85",,"85","5934","2419","40.7650825749916","59.2349174250084","3.60633636670037","0.185372430064038","15.9420289855072","0","2.03909673070442","12.1840242669363","6.8082237950792","121685"
"563","53035091400","53","Washington","035","091400","Bremerton NAVBASE","Military","Drinking Water","2022","-122.691182","47.600562","171",,,"171","3775","1298","34.3841059602649","65.6158940397351","8.26490066225166","0.132450331125828","8.39735099337748","0.291390728476821","0.741721854304636","9.64238410596026","6.91390728476821","121705"
"564","53029971700","53","Washington","029","971700","Mabana Area PFAS","Other","Groundwater","2022","-122.414145","48.095504","0","0","204","204","4416","711","16.1005434782609","83.8994565217391","1.78894927536232","0.0905797101449275","4.03079710144928","0.271739130434783","0.317028985507246","6.79347826086957","2.80797101449275","100313"
"565","53029971100","53","Washington","029","971100","Harrington Lagoon Area","Other","Groundwater","2022","-122.614648","48.208948","3","80","251","251","3682","401","10.8908202064096","89.1091797935904","0.0271591526344378","0.407387289516567","2.14557305812059","0","0","2.87887017925041","5.43183052688756","100313"
"566","53035090300","53","Washington","035","090300","Naval Base Kitsap-Bangor","Military","Groundwater",,"-122.718103","47.72215",,,,"70","6112","2703","44.2244764397906","55.7755235602094","8.06609947643979","1.8979057591623","2.78141361256545","0.425392670157068","0.458115183246073","11.4365183246073","19.1590314136126","79918"
"567","53033032103","53","Washington","033","032103","Eastside Fire Rescue","Fire Department/Training Facility","Groundwater",,"-122.043607","47.532268",,,"2354","2354","5934","2419","40.7650825749916","59.2349174250084","3.60633636670037","0.185372430064038","15.9420289855072","0","2.03909673070442","12.1840242669363","6.8082237950792","121685"
"568","53029970200","53","Washington","029","970200","Naval Air Station Whidbey Island","Military","Groundwater",,"-122.672257","48.34109","58500","43100",,"58922","2095","1292","61.6706443914081","38.3293556085919","9.64200477326969","8.40095465393795","7.78042959427208","0","0","5.34606205250597","30.5011933174224","42188"
"569","53033032103","53","Washington","033","032103","Eastside Fire Rescue","Fire Department/Training Facility","Groundwater",,"-122.043607","47.532268",,,"2354","2354","5934","2419","40.7650825749916","59.2349174250084","3.60633636670037","0.185372430064038","15.9420289855072","0","2.03909673070442","12.1840242669363","6.8082237950792","121685"
"570","53063013800","53","Washington","063","013800","Fairchild Air Force Base","Military","Groundwater","2017","-117.643853","47.618258","22000","150000","176200","176200","2931","1002","34.1862845445241","65.8137154554759","9.86011600136472","1.50119413169567","2.08120095530536","0","0","4.94711702490618","15.7966564312521","69917"
"571","53053072901","53","Washington","053","072901","Joint Base Lewis-McChord","Military","Drinking Water","2023","-122.485732","47.134243",,,"103","103","2999","1337","44.5815271757252","55.4184728242748","8.66955651883961","1.06702234078026","2.30076692230744","0.566855618539513","0.800266755585195","5.86862287429143","25.3084361453818","54808"
"572","53029970200","53","Washington","029","970200","Naval Air Station Whidbey Island","Military","Groundwater",,"-122.672257","48.34109","58500","43100",,"58922","2095","1292","61.6706443914081","38.3293556085919","9.64200477326969","8.40095465393795","7.78042959427208","0","0","5.34606205250597","30.5011933174224","42188"
"573","53027000800","53","Washington","027","000800","Montesano","Military","Drinking Water","2018","-123.655274","46.979233",,,"1","1","4490","765","17.0378619153675","82.9621380846325","0.423162583518931","0.757238307349666","2.09354120267261","0","1.35857461024499","9.33184855233853","3.07349665924276","98020"
"574","53025010800","53","Washington","025","010800","Moses Lake Wellfield Contamination","Military","Groundwater","2016","-119.305529","47.16546","336","348","1614","1614","5321","2583","48.5435068596129","51.4564931403871","4.54801728998309","0.244314978387521","1.52227024995302","0.225521518511558","0","5.75079872204473","36.2525841007329","45385"
"575","53035091400","53","Washington","035","091400","Bremerton NAVBASE","Military","Drinking Water","2022","-122.691182","47.600562","171",,,"171","3775","1298","34.3841059602649","65.6158940397351","8.26490066225166","0.132450331125828","8.39735099337748","0.291390728476821","0.741721854304636","9.64238410596026","6.91390728476821","121705"
"576","53061041901","53","Washington","061","041901","Big Gulch Creek Subbasin 9","Airport","Soil","2022","-122.281554","47.894953","0","2","2","2","6681","4552","68.1335129471636","31.8664870528364","7.64855560544829","0","31.2977099236641","0","0","5.56802873821284","23.6192186798383","88929"
"577","53029972100","53","Washington","029","972100","Deer Lake Area PFAS","Other","Groundwater","2022","-122.381605","47.979295","3","3","15","15","4376","645","14.7394881170018","85.2605118829982","0","0.205667276051188","0.754113345521024","0","0","5.9872029250457","7.79250457038391","94183"
"578","53029971100","53","Washington","029","971100","Harrington Lagoon Area","Other","Groundwater","2022","-122.614648","48.208948","3","80","251","251","3682","401","10.8908202064096","89.1091797935904","0.0271591526344378","0.407387289516567","2.14557305812059","0","0","2.87887017925041","5.43183052688756","100313"
"579","53033032103","53","Washington","033","032103","Issaquah Valley Elementary School & Dodd Fields Park","Other","Groundwater","2022","-122.045731","47.536604","1","85",,"85","5934","2419","40.7650825749916","59.2349174250084","3.60633636670037","0.185372430064038","15.9420289855072","0","2.03909673070442","12.1840242669363","6.8082237950792","121685"
"580","53033010900","53","Washington","033","010900","Jorgensen Forge Corp","Industry","Groundwater","2021","-122.305124","47.526461","350","15000","19670","19670","1295","515","39.7683397683398","60.2316602316602","2.77992277992278","2.00772200772201","13.976833976834","0","0.540540540540541","9.72972972972973","10.7335907335907","79750"
"581","53029971700","53","Washington","029","971700","Mabana Area PFAS","Other","Groundwater","2022","-122.414145","48.095504","0","0","204","204","4416","711","16.1005434782609","83.8994565217391","1.78894927536232","0.0905797101449275","4.03079710144928","0.271739130434783","0.317028985507246","6.79347826086957","2.80797101449275","100313"
"582","53033032103","53","Washington","033","032103","Rainier Trail","AFFF","Groundwater","2020","-122.04531","47.53661","830","21000",,"21650","5934","2419","40.7650825749916","59.2349174250084","3.60633636670037","0.185372430064038","15.9420289855072","0","2.03909673070442","12.1840242669363","6.8082237950792","121685"
"583","53033032103","53","Washington","033","032103","Memorial Field","Fire Department/Training Facility","Groundwater","2022","-122.033716","47.531093","1000","8600","9287","9287","5934","2419","40.7650825749916","59.2349174250084","3.60633636670037","0.185372430064038","15.9420289855072","0","2.03909673070442","12.1840242669363","6.8082237950792","121685"
"584","53063013700","53","Washington","063","013700","Spokane International Airport","Airport","Groundwater","2017","-117.53948","47.624111","350","120","470","470","4069","1276","31.3590562791841","68.6409437208159","4.49741951339395","2.11354141066601","1.84320471860408","6.73384123863357","0.0491521258294421","4.84148439420005","11.280412877857","76286"
"585","53021980100","53","Washington","021","980100","Tri-County Airport Jet Engine Crash","Airport","Unknown","2022","-119.114667","46.259702","380","9500","18260","18260","0","0",,,,,,,,,,
"586","53077001701","53","Washington","077","001701","Yakima Training Center","Military","Drinking Water","2022","-120.356517","46.68226",,,,"1650","4084","1534","37.5612144955926","62.4387855044074","0.220372184133203","3.15866797257591","0.0979431929480901","0","0","1.49363369245837","32.590597453477","91518"
"587","53035090300","53","Washington","035","090300","Naval Base Kitsap-Bangor","Military","Groundwater",,"-122.718103","47.72215",,,,"70","6112","2703","44.2244764397906","55.7755235602094","8.06609947643979","1.8979057591623","2.78141361256545","0.425392670157068","0.458115183246073","11.4365183246073","19.1590314136126","79918"
"588","53035092600","53","Washington","035","092600","Manchester Laboratory","Military","Groundwater","2021","-122.548055","47.574443","45","128",,"139","6774","1655","24.4316504281075","75.5683495718925","0.649542367877177","0.310008857395926","4.39917330971361","1.99291408325952","0","6.48066135222911","10.5993504576321","125828"
